OBJECTID;LAND;BEZ;LOR_ab_2021;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;USTRZUSTAND;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84
217640;11;12;12100101;2021;11;17;5;3;6;4;2;0;0;1;0;0;1;1;796652,8235;5832850,295;13,37759089;52,56465779
217639;11;9;9100407;2021;11;19;3;2;0;1;2;0;1;0;0;0;0;0;804897,3623;5821576,377;13,48852332;52,45906091
217638;11;12;12100102;2021;10;23;1;2;1;5;2;1;1;0;0;0;0;0;796570,0109;5833685,567;13,37711955;52,57219016
217637;11;7;7100102;2021;10;8;5;3;6;2;0;0;1;1;0;0;0;0;795469,2197;5825556,735;13,35369669;52,49992095
217636;11;1;1100207;2021;10;14;3;3;5;3;0;1;1;0;0;0;0;0;797885,9236;5826675,655;13,39019445;52,50863689
217635;11;2;2400625;2021;10;9;6;2;2;7;0;0;1;0;0;0;1;0;800929,7924;5826872,358;13,43508703;52,5087295
217634;11;2;2100102;2021;10;8;2;3;5;2;0;1;1;0;0;0;0;0;798451,8002;5826533,729;13,39838032;52,50705543
217633;11;8;8100206;2021;11;15;6;3;5;2;0;1;1;0;0;0;0;0;800434,3059;5823706,843;13,42495357;52,48062893
217632;11;5;5300737;2021;11;20;2;3;2;6;2;0;1;0;0;0;0;1;787342,1638;5830122,106;13,23825089;52,54519236
217631;11;1;1100308;2021;11;12;5;3;1;5;0;1;1;0;0;0;0;1;797583,3425;5828529,56;13,38740747;52,52542008
217630;11;1;1100102;2021;11;22;3;2;3;2;2;0;1;0;1;0;0;0;795079,733;5827225,231;13,34945463;52,51508855
217629;11;7;7601341;2021;10;11;7;3;6;4;0;1;0;1;0;0;0;0;797845,7477;5815287,83;13,37944503;52,40657925
217628;11;7;7501031;2021;10;12;5;3;2;6;0;0;1;0;0;0;0;0;799035,9712;5819700,933;13,40083522;52,44548868
217627;11;11;11300620;2021;10;10;2;3;6;2;0;0;1;1;0;0;0;0;804247,1239;5828701,389;13,48548825;52,52328251
217626;11;8;8100104;2021;10;11;1;3;2;6;0;1;1;0;0;0;0;0;800261,2607;5822199,105;13,42105586;52,46720957
217625;11;1;1100309;2021;11;17;4;3;5;2;2;0;1;0;0;0;1;0;797642,364;5828614,616;13,38835101;52,52615028
217624;11;7;7300618;2021;11;0;7;3;1;5;2;1;1;0;0;0;0;0;794946,2157;5822532,9;13,34333848;52,47309715
217623;11;1;1100205;2021;10;8;2;3;1;5;0;1;0;0;0;0;1;1;797047,484;5826540,421;13,37775623;52,50788184
217622;11;3;3601453;2021;10;11;5;3;5;2;0;0;1;0;0;0;1;1;802555,5106;5828615,661;13,46055332;52,52345542
217621;11;3;3100103;2021;10;4;4;3;0;1;2;0;0;0;1;0;0;1;804357,0873;5840432,503;13,49787248;52,62836044
217620;11;2;2100106;2021;11;18;5;3;2;6;2;0;1;0;0;0;0;0;799852,8123;5825696,906;13,41820738;52,49878642
217619;11;10;10300734;2021;11;1;3;3;9;1;2;0;1;0;0;0;0;0;809578,5766;5825251,04;13,56061271;52,48936094
217618;11;10;10100311;2021;10;13;5;3;5;2;0;1;1;0;0;0;0;0;806821,4281;5830312,467;13,52479973;52,53627875
217617;11;3;3501038;2021;10;14;6;3;5;2;0;0;0;0;0;1;1;1;803613,1319;5832012,588;13,4791978;52,55331308
217616;11;12;12500926;2021;10;8;6;3;0;4;0;0;0;1;1;0;0;0;793612,7823;5836128,098;13,335774;52,59568913
217615;11;1;1100102;2021;11;6;3;3;2;6;1;0;1;0;0;0;0;0;795191,8738;5827240,137;13,35111563;52,51516149
217614;11;2;2300419;2021;11;18;5;3;1;5;2;1;1;0;0;0;0;1;801714,07;5825847,935;13,44567964;52,4991143
217613;11;3;3601141;2021;11;18;3;3;2;6;2;0;1;0;0;0;0;0;798803,1957;5831788,89;13,40826573;52,55396802
217612;11;11;11400929;2021;10;17;1;2;5;2;0;1;0;0;1;0;0;0;804577,6529;5826365,802;13,48820744;52,50216514
217611;11;3;3601142;2021;10;8;5;3;5;3;0;1;1;0;0;0;0;0;799178,0636;5831224,174;13,41326952;52,54870044
217610;11;2;2400521;2021;10;18;2;3;1;5;2;1;1;0;0;0;0;0;801080,5599;5828002,557;13,43832435;52,5187765
217609;11;4;4501042;2021;10;19;2;3;5;2;1;0;1;0;1;0;0;0;793933,9043;5826060,96;13,33158955;52,50527022
217608;11;5;5200528;2021;11;18;2;3;5;2;2;1;1;0;0;0;0;1;783922,8123;5826614,916;13,18496766;52,51553923
217607;11;3;3601450;2021;11;9;5;3;6;2;0;0;1;1;0;0;0;0;802189,9931;5829405,043;13,45589963;52,53073331
217606;11;1;1100415;2021;11;21;1;2;0;1;2;1;0;0;0;0;0;1;798300,0997;5829371,235;13,39869632;52,53257287
217605;11;6;6100209;2021;10;19;3;3;0;7;2;0;1;0;1;0;0;1;794340,4713;5821633,018;13,33365222;52,4653569
217604;11;8;8100520;2021;10;18;2;3;6;2;2;0;1;1;0;0;0;0;803194,34;5822726,506;13,46458015;52,4703169
217603;11;1;1300733;2021;11;18;7;3;6;4;2;0;0;1;1;0;0;1;797115,9217;5831791,73;13,38345521;52,55491653
217602;11;4;4300621;2021;11;14;2;3;6;7;0;0;1;1;0;0;0;0;792158,5611;5827225,533;13,30652985;52,51666392
217601;11;7;4501153;2021;11;15;2;3;0;1;1;1;0;0;0;0;0;1;793902,9657;5822964,088;13,32840339;52,4775249
217600;11;10;10200630;2021;10;7;6;3;5;2;0;1;1;0;0;0;0;0;811561,006;5828996,093;13,59322011;52,52179381
217599;11;1;1100312;2021;10;12;6;3;5;3;0;0;1;0;1;0;0;0;799684,7945;5827210,079;13,41710177;52,51244199
217598;11;5;5200528;2021;10;23;6;2;0;6;2;0;1;0;0;0;0;0;783659,2617;5825416,451;13,18007276;52,50493066
217597;11;5;5100104;2021;11;7;4;2;5;2;0;0;1;0;1;0;0;0;785842,9887;5831731,015;13,21758886;52,5604061
217596;11;1;1100308;2021;11;8;5;3;2;6;0;1;1;0;0;0;0;0;797031,8573;5828963,166;13,37968987;52,5296076
217595;11;3;3400721;2021;10;1;7;2;0;1;2;0;0;0;0;0;1;0;797891,5783;5833071,64;13,39601109;52,56596548
217594;11;5;5100313;2021;10;1;2;2;1;7;2;0;1;0;0;0;1;1;785222,7195;5830952,369;13,20779457;52,55375015
217593;11;2;2100102;2021;10;18;3;3;0;1;2;0;0;0;1;0;0;1;798095,4588;5825498,857;13,39221915;52,49797391
217592;11;7;7501029;2021;10;14;2;3;2;6;0;0;0;0;1;0;1;0;797411,7998;5818684,226;13,3761038;52,43726075
217591;11;8;8200624;2021;11;20;3;2;5;3;2;0;1;0;0;0;0;1;801182,5908;5820607,225;13,43314131;52,45243393
217590;11;1;1400939;2021;10;21;4;3;5;3;2;0;1;0;0;0;1;0;794235,2325;5831837,308;13,34112905;52,55688905
217589;11;7;7501030;2021;10;18;4;3;2;6;2;0;1;0;0;0;0;0;797857,9301;5820148,969;13,38395299;52,45014787
217588;11;7;7501031;2021;11;16;1;3;2;2;2;0;1;0;0;0;0;1;798376,6832;5819792,42;13,39124533;52,44666893
217587;11;4;4400728;2021;11;16;4;3;5;2;1;1;1;0;0;0;0;0;789646,15;5823293,614;13,26618832;52,4827535
217586;11;12;12601235;2021;11;16;7;3;5;2;2;0;1;0;0;0;0;0;795279,246;5836365,42;13,36051697;52,59691423
217585;11;7;7400826;2021;10;13;1;3;5;3;0;0;1;0;1;0;0;0;796169,86;5820559,844;13,35955021;52,45474819
217584;11;2;2200210;2021;10;20;7;3;5;3;2;0;1;0;0;0;0;0;798902,0795;5825248,94;13,40384177;52,49529257
217583;11;1;1401048;2021;11;18;5;3;4;6;1;1;0;0;0;0;1;1;795359,253;5831474,906;13,3573383;52,553032
217582;11;7;7300619;2021;11;15;6;3;5;3;0;0;1;0;0;0;0;0;795302,4044;5821653,823;13,34778921;52,46502436
217581;11;11;11400929;2021;10;7;2;3;6;4;0;1;0;1;0;0;0;1;805002,2219;5826582,484;13,49464139;52,50387002
217580;11;6;6300528;2021;10;14;4;3;2;6;0;0;1;0;0;0;0;0;790081,0432;5815799,589;13,26606639;52,41533645
217579;11;7;7300517;2021;11;14;5;3;0;7;0;0;1;0;0;0;0;0;794227,6931;5822043,216;13,33235862;52,46909488
217578;11;4;4501044;2021;11;8;4;3;5;2;0;1;1;0;0;0;0;1;793207,1286;5824549,012;13,3195814;52,49210723
217577;11;6;6300525;2021;10;16;5;3;5;3;0;0;1;0;0;0;0;0;790244,9159;5814894,175;13,26768412;52,40713221
217576;11;2;2400521;2021;10;17;5;3;5;2;0;1;1;0;0;0;0;1;801247,6344;5827817,247;13,44061142;52,51702327
217575;11;2;2500836;2021;10;15;6;2;0;7;0;1;0;0;0;0;0;0;803155,4037;5825742,064;13,46675101;52,49736666
217574;11;10;10400835;2021;11;11;1;3;8;1;0;0;1;0;0;0;0;1;812035,6468;5829714,196;13,60086681;52,52795746
217573;11;1;1100310;2021;11;16;5;3;3;6;2;0;0;0;1;0;1;1;799570,9657;5828237,159;13,41635424;52,5217107
217572;11;12;12601235;2021;11;18;3;3;2;2;1;0;1;0;0;0;0;0;795448,6174;5836390,603;13,36303273;52,59704798
217571;11;5;5100317;2021;10;17;7;3;5;2;0;1;1;0;0;0;0;0;788108,4916;5827861,977;13,24756105;52,52452466
217570;11;2;2400520;2021;10;11;5;3;5;3;0;1;1;0;0;0;0;0;800158,7737;5828921,196;13,42560919;52,5275187
217569;11;2;2200208;2021;10;6;2;3;5;2;1;1;0;0;0;0;1;0;797942,073;5825259,243;13,38975201;52,49590982
217568;11;7;9100306;2021;11;10;2;3;2;6;0;0;1;0;0;0;0;0;802844,5517;5821408,299;13,45825024;52,45869581
217567;11;9;9100407;2021;11;12;5;3;6;3;0;0;1;1;0;0;0;0;806202,3708;5820381,725;13,50657515;52,44762434
217566;11;1;1100103;2021;11;23;7;3;5;7;2;0;1;0;1;0;0;0;795943,3363;5825629,806;13,36072569;52,50031905
217565;11;6;6300634;2021;10;16;2;2;6;4;0;0;1;1;0;0;0;0;792088,6255;5818851,757;13,29816673;52,44163155
217564;11;11;11401135;2021;10;15;3;3;5;3;0;1;1;0;0;0;0;1;805525,1333;5825983,06;13,50177149;52,49820518
217563;11;1;1100310;2021;10;13;5;3;3;6;0;0;0;0;1;0;1;1;799535,5773;5828192,711;13,41579419;52,52133172
217562;11;8;8100311;2021;11;14;6;2;0;6;0;0;1;0;0;0;1;0;800531,8852;5824457,65;13,42706299;52,487305
217561;11;5;5300737;2021;10;19;5;2;0;3;0;0;1;0;1;0;0;0;786959,4961;5829439,545;13,23203373;52,5392745
217560;11;10;10200629;2021;10;15;6;3;5;3;0;1;1;0;0;0;0;1;810492,8158;5827963,165;13,57656296;52,51314652
217559;11;4;4100101;2021;10;17;7;3;5;2;0;0;1;0;0;0;0;0;793341,4394;5829716,114;13,32610937;52,53835585
217558;11;1;1100102;2021;10;14;6;3;5;3;0;1;1;0;0;0;0;0;796701,2086;5827974,224;13,37394759;52,52092284
217557;11;10;10100205;2021;11;14;3;3;0;7;0;0;0;0;1;1;0;1;807651,9997;5830816,496;13,53747341;52,54032763
217556;11;1;1401045;2021;11;7;6;3;2;6;0;0;1;0;0;0;1;1;797029,9404;5831894,572;13,38228275;52,55588528
217555;11;12;12500928;2021;11;7;5;3;6;4;0;0;1;1;0;0;0;1;792033,7511;5837425,011;13,31367264;52,60816562
217554;11;6;6300632;2021;10;10;1;3;5;3;0;1;1;0;0;0;0;0;791635,762;5816259,787;13,28926249;52,41863603
217553;11;1;1100103;2021;10;10;5;3;2;6;0;0;1;0;1;0;0;0;795264,2174;5826017,545;13,35109407;52,50416273
217552;11;1;1200628;2021;10;0;2;3;5;3;2;0;1;0;0;0;1;0;796149,2022;5828343,07;13,36616409;52,52452927
217551;11;7;7200409;2021;10;9;3;3;1;5;0;0;1;0;0;0;1;1;795832,9298;5824515,496;13,3581144;52,49039005
217550;11;8;8200832;2021;11;17;2;3;5;2;2;0;1;0;0;0;0;1;800307,955;5816744,853;13,41683949;52,41829458
217549;11;8;8100102;2021;11;12;7;3;3;6;0;0;1;0;1;0;0;0;800028,224;5823616,12;13,41891028;52,48003899
217548;11;11;11401136;2021;11;21;2;3;1;5;2;0;1;0;0;0;1;0;805921,5165;5826022,053;13,50762821;52,4983326
217547;11;3;3601243;2021;10;14;3;3;5;3;0;0;1;0;0;0;0;1;799519,4013;5831529,211;13,41856358;52,55124703
217546;11;6;6100101;2021;11;16;7;3;5;3;2;0;1;0;0;0;0;1;793396,9205;5820360,753;13,31868479;52,45445892
217545;11;12;12100101;2021;11;0;2;3;3;6;2;0;1;0;0;0;1;1;795788,0202;5832580,62;13,36462923;52,56271096
217544;11;11;11300721;2021;11;7;3;2;6;4;0;0;1;1;0;0;0;1;804944,6282;5829955,082;13,49688696;52,53412905
217543;11;2;2500833;2021;11;2;7;3;5;3;2;0;1;0;1;0;0;0;802520,771;5827279,593;13,45882798;52,51149961
217542;11;4;4300414;2021;10;16;6;3;3;6;0;1;1;0;0;0;1;0;791170,3719;5826589,824;13,29145177;52,51149333
217541;11;5;5100104;2021;10;15;1;2;0;7;0;1;0;0;0;0;0;0;785629,4534;5831545,508;13,21428777;52,55885494
217540;11;2;2500833;2021;10;2;1;3;0;1;2;0;0;0;0;0;1;0;802233,3761;5827122,103;13,45446299;52,51024734
217539;11;11;11100205;2021;11;17;3;3;5;3;2;1;1;0;0;0;0;0;805804,5133;5833786,076;13,51305281;52,56798157
217538;11;1;1300732;2021;11;16;5;3;2;4;2;0;1;1;1;0;0;1;797778,8208;5832025,008;13,39341324;52,55664552
217537;11;1;1400940;2021;10;12;7;3;0;7;0;0;0;0;1;0;0;0;795279,6849;5832284,069;13,35688797;52,56032856
217536;11;3;3400831;2021;10;11;6;3;2;6;0;1;1;0;0;0;0;0;799092,2746;5833226,493;13,41381244;52,56669519
217535;11;9;9501939;2021;10;6;3;2;6;2;2;0;1;1;0;0;0;0;810999,7098;5821744,103;13,57820641;52,45712584
217534;11;9;9200613;2021;10;11;4;2;5;3;0;0;1;0;0;0;0;0;805913,493;5821828,024;13,5036627;52,46074847
217533;11;1;1200520;2021;10;16;2;3;5;2;0;1;0;0;0;0;1;0;794584,3055;5828544,52;13,34334331;52,52718291
217532;11;3;3300516;2021;11;12;3;3;5;3;0;0;1;0;0;0;0;1;800939,9932;5833548,048;13,44128282;52,56855908
217531;11;4;4501045;2021;10;8;4;3;1;5;0;1;1;0;0;0;0;1;793583,2653;5825239,103;13,32571375;52,49809143
217530;11;7;7300517;2021;10;9;4;2;5;3;0;1;1;0;0;0;0;0;794211,1016;5822738,666;13,33272845;52,47533819
217529;11;2;2300418;2021;11;17;6;3;0;6;1;1;1;0;0;0;0;0;800969,1198;5825491,657;13,43441683;52,49633223
217528;11;6;6200317;2021;11;10;1;2;0;3;0;1;1;0;0;0;0;1;796016,9684;5816658,409;13,35385171;52,41985739
217527;11;1;1200517;2021;11;8;4;3;2;2;0;1;1;0;0;0;0;0;793528,0701;5828172,277;13,32748998;52,52441566
217526;11;1;1400940;2021;11;17;7;2;6;4;1;0;1;1;0;0;0;0;795166,4813;5832148,897;13,35510266;52,55917824
217525;11;9;9100101;2021;11;15;3;3;3;6;0;1;1;0;0;0;0;0;802329,2035;5824729,129;13,45369849;52,48874599
217524;11;1;1401045;2021;11;3;7;3;2;6;2;0;1;0;0;0;0;0;796626,393;5831742,888;13,3762123;52,55474556
217523;11;8;8100419;2021;11;20;1;2;5;3;2;0;1;0;1;0;0;1;802276,9271;5823896,553;13,45217592;52,48131252
217522;11;1;1300835;2021;10;15;3;3;5;2;0;1;1;0;0;0;0;0;797542,482;5829416,146;13,38760043;52,53338954
217521;11;1;1100313;2021;10;20;2;3;5;2;2;1;1;0;0;0;0;0;800081,8818;5826457,271;13,42225691;52,50547597
217520;11;7;7100205;2021;11;18;7;3;5;2;2;1;1;0;0;0;0;1;796419,83;5824874,48;13,36705253;52,49328964
217519;11;4;4501042;2021;11;9;2;3;3;6;0;1;1;0;0;0;0;1;793523,8806;5825788,119;13,32532538;52,50304506
217518;11;7;7400823;2021;11;19;3;3;5;2;2;1;1;0;0;0;0;0;797315,413;5822178,133;13,37780061;52,46863264
217517;11;12;12500930;2021;11;10;6;3;2;6;0;0;1;0;0;0;0;1;793377,3939;5835176,886;13,33146636;52,58728918
217516;11;4;4501043;2021;10;14;6;3;3;6;0;1;1;0;0;0;0;0;792679,0652;5825314,686;13,31249857;52,49925468
217515;11;11;11300721;2021;10;15;6;3;2;6;0;0;1;0;0;0;0;1;804484,0582;5829889,528;13,49005777;52,533799
217514;11;3;3601141;2021;10;19;6;3;2;7;2;0;1;0;0;0;0;0;798853,3246;5831816,941;13,40902815;52,55419194
217513;11;3;3500936;2021;11;15;4;3;6;4;0;0;1;1;0;0;0;0;802705,3762;5831819,485;13,46567392;52,55208759
217512;11;1;1100310;2021;11;11;5;3;2;6;0;0;1;0;0;0;0;0;799278,8488;5828514,269;13,41231101;52,52435497
217511;11;11;11401136;2021;10;16;6;3;5;3;0;1;1;0;0;0;0;0;805668,8371;5825959,544;13,50386022;52,49791396
217510;11;12;12100103;2021;10;16;6;3;5;3;0;1;1;0;0;0;0;0;795601,1007;5833255,665;13,36248124;52,56886359
217509;11;8;8401243;2021;10;19;3;3;2;2;2;0;1;0;0;0;0;0;805546,2863;5818550,314;13,49527723;52,43157719
217508;11;9;9200715;2021;10;18;3;3;2;6;2;0;1;0;1;0;0;1;808768,1166;5819044,377;13,54297296;52,43419615
217507;11;5;5200423;2021;11;7;3;3;6;4;0;0;1;1;0;0;0;1;782092,2608;5828083,528;13,15930889;52,52965743
217506;11;2;2200208;2021;10;22;4;3;2;6;2;1;1;0;0;0;0;0;797535,1286;5824986,801;13,38353201;52,49368968
217505;11;2;2500833;2021;10;23;4;3;5;3;2;0;1;0;0;0;1;0;802036,5928;5827168,11;13,45161397;52,51076869
217504;11;6;6100205;2021;11;11;7;3;6;4;0;0;1;1;0;0;0;0;794983,5146;5820025,88;13,3416704;52,45060305
217503;11;1;1300733;2021;11;9;1;3;0;6;0;0;1;0;1;0;0;1;797384,1716;5831191,815;13,38686285;52,54939264
217502;11;1;1401046;2021;11;7;4;3;5;7;0;0;1;0;1;0;0;0;794628,5084;5829879,802;13,34517661;52,53912887
217501;11;9;9100407;2021;11;23;7;3;9;1;2;0;1;0;0;0;0;0;806391,8222;5821054,859;13,50997151;52,45355111
217500;11;12;12500929;2021;10;18;7;3;1;5;2;0;1;0;0;0;1;0;794556,8116;5838557,852;13,35183335;52,6169592
217499;11;2;2100104;2021;10;0;7;3;2;6;2;0;1;0;0;0;0;0;799261,8834;5826226,906;13,41000461;52,50386147
217498;11;4;4300517;2021;11;18;5;3;3;6;1;0;0;0;1;0;1;0;791424,6598;5828602,153;13,29695124;52,52939781
217497;11;11;11300721;2021;11;20;5;2;2;6;2;0;1;0;1;0;1;1;804564,5288;5829902,497;13,49125234;52,53387028
217496;11;8;8100207;2021;10;18;7;3;0;3;1;0;0;0;1;0;1;0;800857,1332;5823454,302;13,43093312;52,47813254
217495;11;5;5100316;2021;10;13;4;3;0;6;0;0;0;0;0;0;1;0;784814,5231;5828981,356;13,2001;52,53629177
217494;11;1;1100310;2021;11;22;5;3;1;5;2;0;1;0;0;0;1;0;798943,8287;5827809,397;13,40675415;52,5182206
217493;11;10;10400835;2021;11;15;3;3;5;3;0;0;1;0;0;0;0;1;811906,8705;5829738,712;13,59899769;52,52825085
217492;11;6;6200421;2021;10;17;5;3;2;6;0;0;1;0;0;0;0;0;793344,9218;5817703,876;13,31558935;52,43066859
217491;11;5;5200629;2021;10;15;5;3;5;3;0;1;1;0;0;0;0;1;784451,491;5828665,447;13,19449165;52,53364893
217490;11;11;11100101;2021;10;7;6;3;5;3;0;0;1;0;0;0;0;0;806094,9247;5834574,408;13,51805179;52,5748835
217489;11;7;7501133;2021;11;6;2;3;5;2;2;0;1;0;0;0;1;1;798365,9447;5818414,757;13,38985787;52,4343256
217488;11;12;12400720;2021;11;16;5;2;5;3;2;1;1;0;0;0;0;1;789641,7935;5839723,212;13,28046123;52,63004866
217487;11;7;7400721;2021;11;12;3;3;3;6;0;0;1;0;1;0;0;0;798266,6729;5823970,523;13,39336576;52,48418075
217486;11;9;9100306;2021;10;7;6;3;6;7;1;0;0;1;0;0;1;0;804294,2863;5820116,452;13,47834448;52,44631203
217485;11;10;10100311;2021;10;11;5;3;2;1;0;0;1;0;0;0;0;0;806488,3372;5829477,297;13,51913411;52,52898123
217484;11;8;8100314;2021;10;18;2;3;5;2;2;0;0;0;1;0;0;0;800354,4046;5824333,67;13,42434531;52,48629139
217483;11;5;5100315;2021;10;15;1;3;2;6;0;0;1;0;0;0;1;0;784333,593;5830127,742;13,19400969;52,54682145
217482;11;1;1300733;2021;11;1;5;3;5;2;2;0;1;0;0;0;0;0;797170,1409;5831905,071;13,38435404;52,55590292
217481;11;1;1100416;2021;11;13;1;3;5;3;0;0;1;0;0;0;0;1;798931,1762;5829608,377;13,40818547;52,53435278
217480;11;4;4501042;2021;10;17;2;2;5;2;0;1;1;0;0;0;0;0;793968,9948;5826164,308;13,33219632;52,50617777
217479;11;6;6200311;2021;10;17;3;3;2;6;0;0;1;0;0;0;0;1;796602,1964;5818373,827;13,36395349;52,43491792
217478;11;1;1100102;2021;11;18;5;3;2;6;2;0;1;0;1;0;0;0;795237,9283;5826689,143;13,35130351;52,51019733
217477;11;4;4100101;2021;10;8;5;3;5;2;0;1;1;0;0;0;0;0;793355,7609;5829670,942;13,32628004;52,5379432
217476;11;10;10100312;2021;10;16;6;2;5;3;0;0;1;0;0;0;0;1;807841,2039;5829077,774;13,53864424;52,5246385
217475;11;1;1100101;2021;10;10;7;3;5;3;0;0;1;0;0;0;1;0;795324,7405;5826262,234;13,35220021;52,50632342
217474;11;1;1100308;2021;10;15;6;3;0;2;0;1;1;0;0;0;0;0;797013,7313;5828942,383;13,37940488;52,52943118
217473;11;6;6400737;2021;11;19;2;3;5;2;2;0;0;0;0;1;1;1;784819,1199;5815922,887;13,18901364;52,41920553
217472;11;10;10400837;2021;11;16;5;3;2;2;1;1;1;0;0;0;0;1;810306,174;5826003,977;13,57199561;52,49569537
217471;11;9;9301025;2021;11;10;4;3;6;7;0;0;1;1;0;0;0;0;811296,4728;5816172,077;13,57737269;52,40702284
217470;11;4;4501043;2021;10;2;1;3;1;5;2;0;1;0;0;0;1;0;792470,3158;5825282,621;13,30940404;52,49907915
217469;11;1;1200520;2021;10;8;2;2;0;1;0;1;0;0;0;0;0;1;794543,6998;5829042,897;13,34318804;52,53167245
217468;11;7;7400927;2021;10;3;4;3;5;3;2;1;1;0;0;0;0;0;798476,5658;5821909,468;13,39460309;52,46559125
217467;11;10;10200421;2021;11;11;6;3;5;2;0;0;1;0;0;0;0;1;812195,2044;5830919,408;13,60434311;52,53866616
217466;11;5;5100101;2021;11;12;2;3;6;7;0;0;0;1;0;0;1;1;785331,2205;5832501,649;13,21072273;52,56758388
217465;11;11;11100203;2021;10;23;3;2;9;7;2;0;1;0;0;0;0;1;807728,3831;5833693,874;13,54126303;52,56607121
217464;11;4;4200311;2021;11;19;7;2;6;4;2;0;1;1;0;0;0;1;789925,1236;5825062,24;13,2718238;52,49846156
217463;11;1;1300733;2021;11;19;1;3;5;2;1;1;1;0;0;0;0;1;797164,2442;5831923,911;13,38428419;52,55607501
217462;11;11;11501341;2021;11;15;4;2;0;1;0;1;0;0;0;0;0;0;806358,3083;5824417,427;13,51256724;52,48370645
217461;11;7;7100103;2021;11;14;6;3;6;7;0;1;0;1;0;0;0;0;795662,5829;5824973,103;13,35601886;52,49458443
217460;11;8;8301036;2021;10;16;6;3;0;5;0;0;1;0;0;0;1;0;803562,7757;5817816,557;13,46552583;52,42610478
217459;11;4;4300623;2021;10;14;7;2;0;1;0;1;0;0;0;0;0;0;792649,47;5826097,044;13,31275145;52,50628417
217458;11;9;9300922;2021;10;21;7;3;5;3;2;0;1;0;0;0;0;0;808176,3678;5815758,559;13,53126996;52,40508178
217457;11;2;2200208;2021;11;20;3;3;5;3;2;1;0;0;0;0;1;0;797831,7117;5824902,564;13,3878123;52,49277285
217456;11;9;9200511;2021;11;19;5;3;6;2;2;0;1;1;0;0;0;1;806623,6038;5822055,382;13,51429061;52,46238818
217455;11;8;8100104;2021;10;13;7;3;2;6;0;1;1;0;0;0;0;0;800823,2679;5822596,951;13,42966273;52,47046646
217454;11;4;4300415;2021;10;15;6;2;4;2;0;1;1;0;0;0;0;0;790787,1613;5826106,985;13,28539912;52,50736909
217453;11;6;6200313;2021;10;14;4;3;2;6;0;0;1;0;0;0;0;0;795383,3709;5818429,033;13,34612564;52,43607237
217452;11;9;9401329;2021;10;12;3;2;3;6;0;1;0;0;0;0;1;0;813703,0807;5818872,649;13,61516734;52,42984967
217451;11;5;5100313;2021;11;17;4;3;2;6;2;0;1;0;0;1;0;0;785349,3009;5830145,067;13,20896272;52,5464457
217450;11;5;5100104;2021;11;15;3;3;5;2;1;0;1;0;1;0;0;1;785204,3796;5831256,454;13,20778607;52,55648614
217449;11;10;10400939;2021;10;12;4;3;5;3;0;0;1;0;0;0;0;0;812270,9006;5827750,853;13,60248054;52,51022899
217448;11;9;9501736;2021;10;18;4;2;5;3;1;1;1;0;0;0;0;0;812506,469;5821294,466;13,5998891;52,45223713
217447;11;8;8100311;2021;11;20;6;3;1;5;2;1;1;0;0;0;0;1;800551,9008;5824572,015;13,42746001;52,48831908
217446;11;1;1100206;2021;11;3;7;2;0;7;2;0;1;0;0;0;0;0;797527,3616;5827550,12;13,38570865;52,51667112
217445;11;3;3300514;2021;11;15;4;3;1;5;0;1;0;0;0;0;1;1;801610,8423;5836203,854;13,4535673;52,59199158
217444;11;12;12200308;2021;11;17;1;3;5;3;2;0;1;0;0;0;0;0;792576,291;5833283,27;13,31800399;52,57074527
217443;11;9;9100408;2021;10;9;7;2;0;3;0;1;0;0;0;0;1;0;806625,7374;5820410,953;13,51281196;52,44764903
217442;11;8;8401241;2021;10;12;5;3;2;6;0;0;1;0;0;0;0;0;804039,4188;5819189,79;13,47376289;52,43814827
217441;11;5;5100312;2021;10;15;2;3;5;2;0;0;1;0;0;0;1;0;784605,3116;5830949,821;13,19871059;52,5540503
217440;11;4;4200206;2021;10;15;1;3;0;6;0;1;1;0;0;0;0;0;785811,5614;5825560,539;13,21182052;52,50509928
217439;11;10;10100315;2021;11;9;5;3;5;3;0;1;1;0;0;0;0;0;809921,5604;5831425,786;13,57139954;52,54450181
217438;11;2;2100104;2021;11;13;6;3;2;6;0;0;1;0;0;0;0;1;799063,2577;5826452,391;13,40728956;52,50599152
217437;11;7;7501029;2021;10;15;1;2;5;2;0;0;1;0;1;0;0;0;797567,4749;5819724,343;13,37931331;52,4464997
217436;11;8;8100102;2021;10;17;5;3;0;4;0;1;0;1;0;0;0;1;800481,8592;5823566,988;13,42552566;52,4793492
217435;11;4;4200308;2021;11;15;5;2;5;7;0;0;1;0;0;0;0;0;790302,3738;5827712,922;13,27967749;52,52202464
217434;11;6;6400842;2021;11;8;4;3;5;3;0;0;1;0;0;0;1;0;789616,7247;5819794,879;13,2627194;52,45140179
217433;11;11;11300721;2021;10;9;5;3;2;6;0;0;1;0;0;0;0;0;804164,006;5829854,544;13,48532184;52,53366415
217432;11;12;12500926;2021;10;14;5;3;5;3;0;0;1;0;1;0;0;1;793432,049;5836093,955;13,33308317;52,59548061
217431;11;1;1200517;2021;10;10;6;3;5;3;0;1;1;0;0;0;0;0;793522,9213;5829121,3;13,32825216;52,53292594
